Pattern,Support,MinSup,Runtime
tim	brock	,6,6,0.2278900146484375
face	,6,6,0.2278900146484375
pardon	,6,6,0.2278900146484375
removal	silent	assassin	cellar	tsa	,6,6,0.2278900146484375
creative	,6,6,0.2278900146484375
fli	,6,6,0.2278900146484375
sense	,6,6,0.2278900146484375
tseng	,6,6,0.2278900146484375
exe	,6,6,0.2278900146484375
meet	,6,6,0.2278900146484375
upgrade	,6,6,0.2278900146484375
go32	,6,6,0.2278900146484375
ncsu	,6,6,0.2278900146484375
psu	,6,6,0.2278900146484375
filename	,6,6,0.2278900146484375
equal	,6,6,0.2278900146484375
4000	,6,6,0.2278900146484375
anywhere	,6,6,0.2278900146484375
isa	,6,6,0.2278900146484375
dir	,6,6,0.2278900146484375
cb	,6,6,0.2278900146484375
duke	,6,6,0.2278900146484375
rumours	fact	supposedly	especially	released	motorola	1993apr15	hands	mcmains	unt	68070	considering	68010	68060	680x0	lineup	wow	,6,6,0.2278900146484375
mot	,6,6,0.2278900146484375
lyall	,6,6,0.2278900146484375
login	,6,6,0.2278900146484375
melbourne	,6,6,0.2278900146484375
circles	,6,6,0.2278900146484375
corel	,6,6,0.2278900146484375
fancy	,6,6,0.2278900146484375
sold	,6,6,0.2278900146484375
1993apr14	,6,6,0.2278900146484375
recall	,6,6,0.2278900146484375
learning	,6,6,0.2278900146484375
djgpp	,6,6,0.2278900146484375
doubt	,6,6,0.2278900146484375
self	,6,6,0.2278900146484375
late	,6,6,0.2278900146484375
1991	,6,6,0.2278900146484375
processor	depth	nicely	,6,6,0.2278900146484375
fps	,6,6,0.2278900146484375
expanded	,6,6,0.2278900146484375
1993apr16	,6,6,0.2278900146484375
roll	,6,6,0.2278900146484375
talk	,6,6,0.2278900146484375
supplied	,6,6,0.2278900146484375
smooth	,6,6,0.2278900146484375
rule	,6,6,0.2278900146484375
properly	,6,6,0.2278900146484375
playing	,6,6,0.2278900146484375
moving	,6,6,0.2278900146484375
involved	,6,6,0.2278900146484375
frequently	,6,6,0.2278900146484375
fee	,6,6,0.2278900146484375
entry	,6,6,0.2278900146484375
effects	,6,6,0.2278900146484375
basis	,6,6,0.2278900146484375
wisc	,6,6,0.2278900146484375
wait	,6,6,0.2278900146484375
unm	,6,6,0.2278900146484375
ucsd	,6,6,0.2278900146484375
typing	,6,6,0.2278900146484375
turns	,6,6,0.2278900146484375
table	,6,6,0.2278900146484375
states	,6,6,0.2278900146484375
sequences	,6,6,0.2278900146484375
sell	,6,6,0.2278900146484375
prompt	,6,6,0.2278900146484375
pre	,6,6,0.2278900146484375
popular	,6,6,0.2278900146484375
depth	movies	played	,6,6,0.2278900146484375
computers	supported	personal	,6,6,0.2278900146484375
owner	,6,6,0.2278900146484375
orientation	,6,6,0.2278900146484375
operations	,6,6,0.2278900146484375
older	,6,6,0.2278900146484375
notes	,6,6,0.2278900146484375
networks	,6,6,0.2278900146484375
measurement	,6,6,0.2278900146484375
magazines	,6,6,0.2278900146484375
plain	lawrence	,6,6,0.2278900146484375
united	kingdom	,6,6,0.2278900146484375
joe	,6,6,0.2278900146484375
items	,6,6,0.2278900146484375
industry	,6,6,0.2278900146484375
imho	,6,6,0.2278900146484375
font	,6,6,0.2278900146484375
federal	,6,6,0.2278900146484375
document	,6,6,0.2278900146484375
april	beta	,6,6,0.2278900146484375
availability	,6,6,0.2278900146484375
media	arts	,6,6,0.2278900146484375
announced	,6,6,0.2278900146484375
description	header	among	,6,6,0.2278900146484375
accept	,6,6,0.2278900146484375
9000	,6,6,0.2278900146484375
88	,6,6,0.2278900146484375
200	600	,6,6,0.2278900146484375
55	,6,6,0.2278900146484375
500	,6,6,0.2278900146484375
137	,6,6,0.2278900146484375
1000	,6,6,0.2278900146484375
patterns	,6,6,0.2278900146484375
inst	,6,6,0.2278900146484375
grid	,6,6,0.2278900146484375
forms	,6,6,0.2278900146484375
ansi	,6,6,0.2278900146484375
jp	,6,6,0.2278900146484375
receive	,6,6,0.2278900146484375
polytechnic	,6,6,0.2278900146484375
megs	,6,6,0.2278900146484375
modify	,6,6,0.2278900146484375
buffer	,6,6,0.2278900146484375
pathology	,6,6,0.2278900146484375
triangulation	,6,6,0.2278900146484375
delaunay	,6,6,0.2278900146484375
installed	,6,6,0.2278900146484375
yours	,6,6,0.2278900146484375
pbmplus	,6,6,0.2278900146484375
george	,6,6,0.2278900146484375
low	editing	,6,6,0.2278900146484375
56	,6,6,0.2278900146484375
harris	,6,6,0.2278900146484375
sending	,6,6,0.2278900146484375
bought	,6,6,0.2278900146484375
muenchen	,6,6,0.2278900146484375
mpg	,6,6,0.2278900146484375
ian	,6,6,0.2278900146484375
1988	,6,6,0.2278900146484375
mexico	,6,6,0.2278900146484375
hell	,6,6,0.2278900146484375
plan	,6,6,0.2278900146484375
normals	,6,6,0.2278900146484375
equations	,6,6,0.2278900146484375
pic	,6,6,0.2278900146484375
6000	rs	,6,6,0.2278900146484375
doug	,6,6,0.2278900146484375
vendors	,6,6,0.2278900146484375
vendor	,6,6,0.2278900146484375
operation	,6,6,0.2278900146484375
providing	,6,6,0.2278900146484375
khoros	,6,6,0.2278900146484375
eisa	,6,6,0.2278900146484375
1024x768	,6,6,0.2278900146484375
reserve	,6,6,0.2278900146484375
paint	,6,6,0.2278900146484375
triangles	,6,6,0.2278900146484375
oriented	,6,6,0.2278900146484375
andreas	,6,6,0.2278900146484375
submit	,6,6,0.2278900146484375
structures	,6,6,0.2278900146484375
presentation	,6,6,0.2278900146484375
computational	,6,6,0.2278900146484375
abstract	,6,6,0.2278900146484375
tracer	,6,6,0.2278900146484375
unique	,6,6,0.2278900146484375
rates	,6,6,0.2278900146484375
primarily	,6,6,0.2278900146484375
multiple	,6,6,0.2278900146484375
limit	,6,6,0.2278900146484375
installation	,6,6,0.2278900146484375
improved	,6,6,0.2278900146484375
functionality	,6,6,0.2278900146484375
enter	,6,6,0.2278900146484375
jason	,6,6,0.2278900146484375
oh	cleveland	,6,6,0.2278900146484375
216	,6,6,0.2278900146484375
character	,6,6,0.2278900146484375
heavy	,6,6,0.2278900146484375
nine	,6,6,0.2278900146484375
extract	,6,6,0.2278900146484375
hole	,6,6,0.2278900146484375
bill	,6,6,0.2278900146484375
axis	,6,6,0.2278900146484375
appears	,6,6,0.2278900146484375
removed	,6,6,0.2278900146484375
processors	,6,6,0.2278900146484375
prefer	,6,6,0.2278900146484375
light	,6,6,0.2278900146484375
languages	,6,6,0.2278900146484375
hill	,6,6,0.2278900146484375
happen	,6,6,0.2278900146484375
simon	bull	hemel	scrowe	crowe	,6,6,0.2278900146484375
completely	,6,6,0.2278900146484375
caltech	,6,6,0.2278900146484375
bound	,6,6,0.2278900146484375
announcement	,6,6,0.2278900146484375
aliasing	,6,6,0.2278900146484375
89	,6,6,0.2278900146484375
1985	,6,6,0.2278900146484375
improve	,6,6,0.2278900146484375
fat	,6,6,0.2278900146484375
anymore	,6,6,0.2278900146484375
remove	,6,6,0.2278900146484375
projection	,6,6,0.2278900146484375
47	,6,6,0.2278900146484375
internal	,6,6,0.2278900146484375
repeat	,6,6,0.2278900146484375
formed	,6,6,0.2278900146484375
compute	,6,6,0.2278900146484375
communication	,6,6,0.2278900146484375
integer	,6,6,0.2278900146484375
hundreds	,6,6,0.2278900146484375
competing	,6,6,0.2278900146484375
numerical	,6,6,0.2278900146484375
missed	,6,6,0.2278900146484375
fr	imag	,6,6,0.2278900146484375
glad	,6,6,0.2278900146484375
ultra	,6,6,0.2278900146484375
edward	ednobles	nobles	oren	ortn	sacam	,6,6,0.2278900146484375
covers	,6,6,0.2278900146484375
clear	,6,6,0.2278900146484375
potential	,6,6,0.2278900146484375
laboratories	,6,6,0.2278900146484375
games	,6,6,0.2278900146484375
smith	joseph	orourke	rourke	sophia	,6,6,0.2278900146484375
cso	ux4	adamski	lucas	osprey	,6,6,0.2278900146484375
x11r4	,6,6,0.2278900146484375
specified	,6,6,0.2278900146484375
ppm	,6,6,0.2278900146484375
care	,6,6,0.2278900146484375
automatically	,6,6,0.2278900146484375
preferred	,6,6,0.2278900146484375
exactly	solution	checked	edward	geometry	fitting	gems	loss	bolson	boy	carson	straightforward	trivial	immediately	embarassing	farin	mercy	,6,6,0.2278900146484375
206	,6,6,0.2278900146484375
therefore	,6,6,0.2278900146484375
acceptable	,6,6,0.2278900146484375
technische	,6,6,0.2278900146484375
gnu	,6,6,0.2278900146484375
eicn	etna	,6,6,0.2278900146484375
variable	,6,6,0.2278900146484375
twice	,6,6,0.2278900146484375
rs6000	,6,6,0.2278900146484375
core	,6,6,0.2278900146484375
compiler	,6,6,0.2278900146484375
turner	,6,6,0.2278900146484375
louis	,6,6,0.2278900146484375
onto	,6,6,0.2278900146484375
grasp	,6,6,0.2278900146484375
daniel	,6,6,0.2278900146484375
gnuplot	,6,6,0.2278900146484375
curve	curves	bezier	calculating	ferdinand	oeinck	waterland	wlink	cusp	detecting	,6,6,0.2278900146484375
geometric	147	characterization	,6,6,0.2278900146484375
163	,6,6,0.2278900146484375
kih	joachim	lous	,6,6,0.2278900146484375
deep	,6,6,0.2278900146484375
significance	philosophical	douglas	adams	,6,6,0.2278900146484375
preferably	,6,6,0.2278900146484375
preston	,6,6,0.2278900146484375
powerful	,6,6,0.2278900146484375
job	,6,6,0.2278900146484375
import	,6,6,0.2278900146484375
flexible	,6,6,0.2278900146484375
environments	,6,6,0.2278900146484375
app	,6,6,0.2278900146484375
unibe	,6,6,0.2278900146484375
greetings	,6,6,0.2278900146484375
announce	,6,6,0.2278900146484375
offset	,6,6,0.2278900146484375
wang	,6,6,0.2278900146484375
million	,6,6,0.2278900146484375
textures	,6,6,0.2278900146484375
triangle	,6,6,0.2278900146484375
renderer	,6,6,0.2278900146484375
13h	,6,6,0.2278900146484375
slower	,6,6,0.2278900146484375
mips	,6,6,0.2278900146484375
